ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-04-16,5583.759200144556,1221.8271454742237,10109.118080651198,5583.759200144556,5583.759200144556,111.49605407181356,111.49605407181356,111.49605407181356,111.49605407181356,111.49605407181356,111.49605407181356,0.0,0.0,0.0,5695.25525421637
2023-04-23,5588.96382578957,255.6684928853604,9299.31372494314,5588.96382578957,5588.96382578957,-902.9896993777244,-902.9896993777244,-902.9896993777244,-902.9896993777244,-902.9896993777244,-902.9896993777244,0.0,0.0,0.0,4685.974126411846
2023-04-30,5594.168449667204,1288.9421014279906,10345.286464956418,5594.168449667204,5594.168449667204,94.61532245889352,94.61532245889352,94.61532245889352,94.61532245889352,94.61532245889352,94.61532245889352,0.0,0.0,0.0,5688.783772126098
2023-05-07,5599.373073544837,3637.302537975811,12894.15070428943,5599.373073544837,5599.373073544837,2555.70355907103,2555.70355907103,2555.70355907103,2555.70355907103,2555.70355907103,2555.70355907103,0.0,0.0,0.0,8155.076632615867
2023-05-14,5604.577697422471,5310.964564453816,14726.283223265733,5604.577697422471,5604.577697422471,4388.365103484281,4388.365103484281,4388.365103484281,4388.365103484281,4388.365103484281,4388.365103484281,0.0,0.0,0.0,9992.942800906752
2023-05-21,5609.782321290611,5083.131597220869,14060.96168554369,5609.782321290611,5609.782321290611,3759.287666965631,3759.287666965631,3759.287666965631,3759.287666965631,3759.287666965631,3759.287666965631,0.0,0.0,0.0,9369.069988256242
2023-05-28,5614.986945158753,1917.1019070177292,10801.822985980843,5614.986945158753,5614.986945158753,853.5144456599238,853.5144456599238,853.5144456599238,853.5144456599238,853.5144456599238,853.5144456599238,0.0,0.0,0.0,6468.501390818677
2023-06-04,5620.191569026893,-1031.939407278544,8013.941888282232,5620.191569026893,5620.191569026893,-2199.961576475952,-2199.961576475952,-2199.961576475952,-2199.961576475952,-2199.961576475952,-2199.961576475952,0.0,0.0,0.0,3420.229992550941
2023-06-11,5625.3961927254695,-2244.649007975827,6608.386598243169,5625.3961927254695,5625.3961927254695,-3275.598746521014,-3275.598746521014,-3275.598746521014,-3275.598746521014,-3275.598746521014,-3275.598746521014,0.0,0.0,0.0,2349.797446204456
2023-06-18,5630.600816424046,-766.3338796870526,8067.433138550959,5630.600816424046,5630.600816424046,-2170.234665240448,-2170.234665240448,-2170.234665240448,-2170.234665240448,-2170.234665240448,-2170.234665240448,0.0,0.0,0.0,3460.366151183598
2023-06-25,5635.805440122621,474.60819004399474,9751.534119273085,5635.805440122621,5635.805440122621,-577.7201045574808,-577.7201045574808,-577.7201045574808,-577.7201045574808,-577.7201045574808,-577.7201045574808,0.0,0.0,0.0,5058.08533556514
2023-07-02,5641.010062724052,892.7538079010449,9862.63354420235,5641.010062724052,5641.010062724052,-225.2778400990213,-225.2778400990213,-225.2778400990213,-225.2778400990213,-225.2778400990213,-225.2778400990213,0.0,0.0,0.0,5415.732222625031
2023-07-09,5646.214685325484,-37.10571596333132,8839.235950735765,5646.214685325484,5646.214685325484,-1184.5522690055016,-1184.5522690055016,-1184.5522690055016,-1184.5522690055016,-1184.5522690055016,-1184.5522690055016,0.0,0.0,0.0,4461.662416319983
2023-07-16,5651.419307926915,-1136.30533843956,8205.142582623657,5651.419307926915,5651.419307926915,-2083.4804451504674,-2083.4804451504674,-2083.4804451504674,-2083.4804451504674,-2083.4804451504674,-2083.4804451504674,0.0,0.0,0.0,3567.938862776448
2023-07-23,5656.6239328560805,-378.24976762199225,8173.55120129282,5656.6239328560805,5656.6239328560805,-1809.2814899969328,-1809.2814899969328,-1809.2814899969328,-1809.2814899969328,-1809.2814899969328,-1809.2814899969328,0.0,0.0,0.0,3847.342442859148
2023-07-30,5661.828557785245,451.3348845952856,9491.245536588624,5661.828557785245,5661.828557785245,-712.3117001782481,-712.3117001782481,-712.3117001782481,-712.3117001782481,-712.3117001782481,-712.3117001782481,0.0,0.0,0.0,4949.516857606996
2023-08-06,5667.03318271441,1087.26766277113,9774.125307736924,5667.03318271441,5667.03318271441,-29.635495031813345,-29.635495031813345,-29.635495031813345,-29.635495031813345,-29.635495031813345,-29.635495031813345,0.0,0.0,0.0,5637.397687682596
2023-08-13,5672.237807643575,861.1682498920404,9811.844590235578,5672.237807643575,5672.237807643575,-347.0226926606206,-347.0226926606206,-347.0226926606206,-347.0226926606206,-347.0226926606206,-347.0226926606206,0.0,0.0,0.0,5325.215114982955
2023-08-20,5677.4424327254255,215.77878165222805,9047.200785421868,5677.4424327254255,5677.4424327254255,-959.489242253155,-959.489242253155,-959.489242253155,-959.489242253155,-959.489242253155,-959.489242253155,0.0,0.0,0.0,4717.953190472271
2023-08-27,5682.647057807277,443.29399494252334,9445.05359069334,5682.647057807277,5682.647057807277,-829.5819937190043,-829.5819937190043,-829.5819937190043,-829.5819937190043,-829.5819937190043,-829.5819937190043,0.0,0.0,0.0,4853.065064088272
2023-09-03,5687.851682889128,1138.3549517484253,10324.91686499838,5687.851682889128,5687.851682889128,76.59476407146876,76.59476407146876,76.59476407146876,76.59476407146876,76.59476407146876,76.59476407146876,0.0,0.0,0.0,5764.446446960596
2023-09-10,5693.05630757884,2151.905345820668,10855.022101684686,5693.05630757884,5693.05630757884,701.2420885315727,701.2420885315727,701.2420885315727,701.2420885315727,701.2420885315727,701.2420885315727,0.0,0.0,0.0,6394.298396110412
2023-09-17,5698.260932268551,1224.8460103210375,10384.849572719646,5698.260932268551,5698.260932268551,150.90004523072992,150.90004523072992,150.90004523072992,150.90004523072992,150.90004523072992,150.90004523072992,0.0,0.0,0.0,5849.160977499281
2023-09-24,5703.465556958264,311.0755937457562,9407.412862713709,5703.465556958264,5703.465556958264,-1208.6538163157925,-1208.6538163157925,-1208.6538163157925,-1208.6538163157925,-1208.6538163157925,-1208.6538163157925,0.0,0.0,0.0,4494.811740642472
2023-10-01,5708.670181720205,-552.7636740224036,8376.037369823254,5708.670181720205,5708.670181720205,-2110.067554505871,-2110.067554505871,-2110.067554505871,-2110.067554505871,-2110.067554505871,-2110.067554505871,0.0,0.0,0.0,3598.6026272143336
2023-10-08,5713.874806482147,-314.3202369062224,8732.303488601528,5713.874806482147,5713.874806482147,-1761.071763947173,-1761.071763947173,-1761.071763947173,-1761.071763947173,-1761.071763947173,-1761.071763947173,0.0,0.0,0.0,3952.803042534973
2023-10-15,5719.079431244087,443.4030105283194,9637.595109270133,5719.079431244087,5719.079431244087,-636.4642735390495,-636.4642735390495,-636.4642735390495,-636.4642735390495,-636.4642735390495,-636.4642735390495,0.0,0.0,0.0,5082.615157705037
2023-10-22,5724.284059380337,1692.767458079654,10351.6488887123,5724.284059380337,5724.284059380337,187.3979506780849,187.3979506780849,187.3979506780849,187.3979506780849,187.3979506780849,187.3979506780849,0.0,0.0,0.0,5911.682010058422
2023-10-29,5729.488687516588,1363.5853023038412,10498.717568700704,5729.488687516588,5729.488687516588,315.6923764131626,315.6923764131626,315.6923764131626,315.6923764131626,315.6923764131626,315.6923764131626,0.0,0.0,0.0,6045.18106392975
2023-11-05,5734.693315652838,1184.1048042005891,10867.822249141904,5734.693315652838,5734.693315652838,422.9240889666849,422.9240889666849,422.9240889666849,422.9240889666849,422.9240889666849,422.9240889666849,0.0,0.0,0.0,6157.617404619523
2023-11-12,5739.897943618199,2236.231659979076,11640.361191902604,5739.897943618199,5739.897943618199,1330.2664294168353,1330.2664294168353,1330.2664294168353,1330.2664294168353,1330.2664294168353,1330.2664294168353,0.0,0.0,0.0,7070.164373035034
2023-11-19,5745.102571583562,4052.508156198772,13389.627976905624,5745.102571583562,5745.102571583562,2885.709003934788,2885.709003934788,2885.709003934788,2885.709003934788,2885.709003934788,2885.709003934788,0.0,0.0,0.0,8630.81157551835
2023-11-26,5750.307199548924,5480.05475436969,14278.896435053912,5750.307199548924,5750.307199548924,3956.916804241644,3956.916804241644,3956.916804241644,3956.916804241644,3956.916804241644,3956.916804241644,0.0,0.0,0.0,9707.224003790569
2023-12-03,5755.511828078133,4688.019190039586,13853.812075573696,5755.511828078133,5755.511828078133,3558.546723746594,3558.546723746594,3558.546723746594,3558.546723746594,3558.546723746594,3558.546723746594,0.0,0.0,0.0,9314.058551824726
2023-12-10,5760.716456607341,3126.772468431968,12012.363917336805,5760.716456607341,5760.716456607341,1883.0905937305604,1883.0905937305604,1883.0905937305604,1883.0905937305604,1883.0905937305604,1883.0905937305604,0.0,0.0,0.0,7643.807050337901
2023-12-17,5765.92108513655,1369.8616745364336,10572.198321701622,5765.92108513655,5765.92108513655,155.49125384699596,155.49125384699596,155.49125384699596,155.49125384699596,155.49125384699596,155.49125384699596,0.0,0.0,0.0,5921.412338983546
2023-12-24,5771.125713665759,694.1487079032707,9820.4620071106,5771.125713665759,5771.125713665759,-490.06679518937847,-490.06679518937847,-490.06679518937847,-490.06679518937847,-490.06679518937847,-490.06679518937847,0.0,0.0,0.0,5281.05891847638
2023-12-31,5776.330821401482,1301.129618924495,10228.419873703171,5776.330821401482,5776.330821401482,41.504213975589884,41.504213975589884,41.504213975589884,41.504213975589884,41.504213975589884,41.504213975589884,0.0,0.0,0.0,5817.835035377072
2024-01-07,5781.535929137206,1917.9768942785515,11060.205138806585,5781.535929137206,5781.535929137206,881.6049205485776,881.6049205485776,881.6049205485776,881.6049205485776,881.6049205485776,881.6049205485776,0.0,0.0,0.0,6663.140849685784
2024-01-14,5786.74103687293,2219.9494461127574,11304.742522322986,5786.74103687293,5786.74103687293,1071.298131052096,1071.298131052096,1071.298131052096,1071.298131052096,1071.298131052096,1071.298131052096,0.0,0.0,0.0,6858.039167925026
2024-01-21,5791.946144533736,1667.4738977460458,10835.888801748286,5791.946144533736,5791.946144533736,333.7948946694755,333.7948946694755,333.7948946694755,333.7948946694755,333.7948946694755,333.7948946694755,0.0,0.0,0.0,6125.741039203211
2024-01-28,5797.1512521945415,331.40224189566106,9721.911522652284,5797.1512521945415,5797.1512521945415,-874.8279536533701,-874.8279536533701,-874.8279536533701,-874.8279536533701,-874.8279536533701,-874.8279536533701,0.0,0.0,0.0,4922.323298541171
2024-02-04,5802.356359855346,-969.3020926993642,8359.817269636487,5802.356359855346,5802.356359855346,-1900.5949951240927,-1900.5949951240927,-1900.5949951240927,-1900.5949951240927,-1900.5949951240927,-1900.5949951240927,0.0,0.0,0.0,3901.761364731253
2024-02-11,5807.561467716048,-1006.1374535221864,7950.926074146803,5807.561467716048,5807.561467716048,-2424.3824556527734,-2424.3824556527734,-2424.3824556527734,-2424.3824556527734,-2424.3824556527734,-2424.3824556527734,0.0,0.0,0.0,3383.179012063275
2024-02-18,5812.766575576749,-1849.882644386084,7775.1254956754465,5812.766575576749,5812.766575576749,-2552.14607337944,-2552.14607337944,-2552.14607337944,-2552.14607337944,-2552.14607337944,-2552.14607337944,0.0,0.0,0.0,3260.6205021973096
2024-02-25,5817.97168343745,-1475.009150214701,7644.645252602836,5817.97168343745,5817.97168343745,-2488.019148408393,-2488.019148408393,-2488.019148408393,-2488.019148408393,-2488.019148408393,-2488.019148408393,0.0,0.0,0.0,3329.9525350290573
2024-03-03,5823.176792131539,-967.0963814515344,7924.721044502199,5823.176792131539,5823.176792131539,-2175.3537747120054,-2175.3537747120054,-2175.3537747120054,-2175.3537747120054,-2175.3537747120054,-2175.3537747120054,0.0,0.0,0.0,3647.823017419533
2024-03-10,5828.381900825626,90.22783084495305,9070.202836567523,5828.381900825626,5828.381900825626,-1304.8637060545327,-1304.8637060545327,-1304.8637060545327,-1304.8637060545327,-1304.8637060545327,-1304.8637060545327,0.0,0.0,0.0,4523.5181947710935
2024-03-17,5833.587009519713,1399.7835296244723,10555.61891242115,5833.587009519713,5833.587009519713,250.44763072899207,250.44763072899207,250.44763072899207,250.44763072899207,250.44763072899207,250.44763072899207,0.0,0.0,0.0,6084.034640248706
2024-03-24,5838.792117909352,3265.680250917657,12077.826500861504,5838.792117909352,5838.792117909352,1983.711054013147,1983.711054013147,1983.711054013147,1983.711054013147,1983.711054013147,1983.711054013147,0.0,0.0,0.0,7822.503171922499
2024-03-31,5843.99722629899,4284.42544977804,12846.698290822078,5843.99722629899,5843.99722629899,2870.6973291930767,2870.6973291930767,2870.6973291930767,2870.6973291930767,2870.6973291930767,2870.6973291930767,0.0,0.0,0.0,8714.694555492068
2024-04-07,5849.202334688628,3543.9409188105083,12431.741573250018,5849.202334688628,5849.202334688628,2196.30385370592,2196.30385370592,2196.30385370592,2196.30385370592,2196.30385370592,2196.30385370592,0.0,0.0,0.0,8045.506188394548
2024-04-14,5854.407445167901,1335.4023549077,10803.90181504536,5854.407445167901,5854.407445167901,428.709227578189,428.709227578189,428.709227578189,428.709227578189,428.709227578189,428.709227578189,0.0,0.0,0.0,6283.1166727460895
2024-04-21,5859.612555647173,324.0773289794129,9492.081167143471,5859.612555647173,5859.612555647173,-852.8991866575785,-852.8991866575785,-852.8991866575785,-852.8991866575785,-852.8991866575785,-852.8991866575785,0.0,0.0,0.0,5006.7133689895945
2024-04-28,5864.817666126445,1345.650422125113,10343.26792163932,5864.817666126445,5864.817666126445,-233.50947626094452,-233.50947626094452,-233.50947626094452,-233.50947626094452,-233.50947626094452,-233.50947626094452,0.0,0.0,0.0,5631.308189865501
2024-05-05,5870.022776605717,3278.028979485989,12039.775072971755,5870.022776605717,5870.022776605717,2092.5540143067788,2092.5540143067788,2092.5540143067788,2092.5540143067788,2092.5540143067788,2092.5540143067788,0.0,0.0,0.0,7962.576790912495
2024-05-12,5875.233376647709,5378.313900511932,14548.945937232127,5875.233376647709,5875.233376647709,4208.61293353457,4208.61293353457,4208.61293353457,4208.61293353457,4208.61293353457,4208.61293353457,0.0,0.0,0.0,10083.846310182278
2024-05-19,5880.4439766897,5247.034307646834,14620.213653409402,5880.4439766897,5880.4439766897,4076.266165705122,4076.266165705122,4076.266165705122,4076.266165705122,4076.266165705122,4076.266165705122,0.0,0.0,0.0,9956.710142394822
2024-05-26,5885.65457673169,2716.4021937469097,12038.498102277645,5885.65457673169,5885.65457673169,1458.629811835897,1458.629811835897,1458.629811835897,1458.629811835897,1458.629811835897,1458.629811835897,0.0,0.0,0.0,7344.2843885675875
2024-06-02,5890.865178119496,-517.8015929118081,8501.600036213717,5890.865178119496,5890.865178119496,-1756.4659779287936,-1756.4659779287936,-1756.4659779287936,-1756.4659779287936,-1756.4659779287936,-1756.4659779287936,0.0,0.0,0.0,4134.399200190703
2024-06-09,5896.075779507301,-1799.818133935726,7231.5417757025425,5896.075779507301,5896.075779507301,-3269.2445867443766,-3269.2445867443766,-3269.2445867443766,-3269.2445867443766,-3269.2445867443766,-3269.2445867443766,0.0,0.0,0.0,2626.8311927629247
2024-06-16,5901.286380895106,-1358.726216320468,8197.948213977763,5901.286380895106,5901.286380895106,-2465.8026397171443,-2465.8026397171443,-2465.8026397171443,-2465.8026397171443,-2465.8026397171443,-2465.8026397171443,0.0,0.0,0.0,3435.4837411779617
2024-06-23,5906.496982837756,507.2808498279696,9561.533175135924,5906.496982837756,5906.496982837756,-804.8488626229938,-804.8488626229938,-804.8488626229938,-804.8488626229938,-804.8488626229938,-804.8488626229938,0.0,0.0,0.0,5101.6481202147625
2024-06-30,5911.707584780406,889.9955967844891,10475.855952131857,5911.707584780406,5911.707584780406,-167.9787267351731,-167.9787267351731,-167.9787267351731,-167.9787267351731,-167.9787267351731,-167.9787267351731,0.0,0.0,0.0,5743.728858045233
2024-07-07,5916.918186723056,562.3689063702387,9405.995024458276,5916.918186723056,5916.918186723056,-970.4589855877018,-970.4589855877018,-970.4589855877018,-970.4589855877018,-970.4589855877018,-970.4589855877018,0.0,0.0,0.0,4946.459201135354
2024-07-14,5922.128788398323,-556.0638293645277,8426.119989076204,5922.128788398323,5922.128788398323,-1993.6256588535591,-1993.6256588535591,-1993.6256588535591,-1993.6256588535591,-1993.6256588535591,-1993.6256588535591,0.0,0.0,0.0,3928.503129544764
2024-07-21,5927.339390073589,-204.4841277154321,8584.38060589124,5927.339390073589,5927.339390073589,-1948.4035179767984,-1948.4035179767984,-1948.4035179767984,-1948.4035179767984,-1948.4035179767984,-1948.4035179767984,0.0,0.0,0.0,3978.935872096791
2024-07-28,5932.549991748856,492.2256187916325,9208.099286495764,5932.549991748856,5932.549991748856,-913.4362681023648,-913.4362681023648,-913.4362681023648,-913.4362681023648,-913.4362681023648,-913.4362681023648,0.0,0.0,0.0,5019.113723646491
2024-08-04,5937.760593424122,1411.9028067845952,10468.21863448966,5937.760593424122,5937.760593424122,-77.10049270807336,-77.10049270807336,-77.10049270807336,-77.10049270807336,-77.10049270807336,-77.10049270807336,0.0,0.0,0.0,5860.660100716049
2024-08-11,5942.971195099388,1126.965614048835,10499.367542313874,5942.971195099388,5942.971195099388,-235.1709335381596,-235.1709335381596,-235.1709335381596,-235.1709335381596,-235.1709335381596,-235.1709335381596,0.0,0.0,0.0,5707.800261561229
2024-08-18,5948.181796774654,500.16598957357553,9768.923550441868,5948.181796774654,5948.181796774654,-882.0863780874339,-882.0863780874339,-882.0863780874339,-882.0863780874339,-882.0863780874339,-882.0863780874339,0.0,0.0,0.0,5066.09541868722
2024-08-25,5953.39239844992,696.2725841464834,9793.38352398304,5953.39239844992,5953.39239844992,-927.302747901885,-927.302747901885,-927.302747901885,-927.302747901885,-927.302747901885,-927.302747901885,0.0,0.0,0.0,5026.089650548035
2024-09-01,5958.603000125187,1339.5439339812217,10406.731754615032,5958.603000125187,5958.603000125187,-101.97648610811632,-101.97648610811632,-101.97648610811632,-101.97648610811632,-101.97648610811632,-101.97648610811632,0.0,0.0,0.0,5856.62651401707
2024-09-08,5963.8136018004525,1981.917687522361,10946.86480391974,5963.8136018004525,5963.8136018004525,663.5422004648823,663.5422004648823,663.5422004648823,663.5422004648823,663.5422004648823,663.5422004648823,0.0,0.0,0.0,6627.355802265335
2024-09-15,5969.024203475719,1718.111121889549,11113.007773511668,5969.024203475719,5969.024203475719,337.339736768913,337.339736768913,337.339736768913,337.339736768913,337.339736768913,337.339736768913,0.0,0.0,0.0,6306.363940244632
2024-09-22,5974.234805150984,31.736414130071463,9712.262433668093,5974.234805150984,5974.234805150984,-960.8267703323228,-960.8267703323228,-960.8267703323228,-960.8267703323228,-960.8267703323228,-960.8267703323228,0.0,0.0,0.0,5013.408034818662
2024-09-29,5979.44540682625,-900.1527009508906,8352.268920090524,5979.44540682625,5979.44540682625,-2033.9338554653768,-2033.9338554653768,-2033.9338554653768,-2033.9338554653768,-2033.9338554653768,-2033.9338554653768,0.0,0.0,0.0,3945.5115513608735
2024-10-06,5984.656008501517,-455.5500105735426,8687.81008254984,5984.656008501517,5984.656008501517,-1909.251573356858,-1909.251573356858,-1909.251573356858,-1909.251573356858,-1909.251573356858,-1909.251573356858,0.0,0.0,0.0,4075.404435144659
2024-10-13,5989.866610176783,530.4248801329963,9708.232435947726,5989.866610176783,5989.866610176783,-843.8459315075717,-843.8459315075717,-843.8459315075717,-843.8459315075717,-843.8459315075717,-843.8459315075717,0.0,0.0,0.0,5146.020678669212
2024-10-20,5995.07721185205,1688.4337862600607,10288.6191905162,5995.07721185205,5995.07721185205,95.80182023165236,95.80182023165236,95.80182023165236,95.80182023165236,95.80182023165236,95.80182023165236,0.0,0.0,0.0,6090.879032083702
2024-10-27,6000.287813527316,1764.8780665556535,10904.720298556796,6000.287813527316,6000.287813527316,323.4835135782129,323.4835135782129,323.4835135782129,323.4835135782129,323.4835135782129,323.4835135782129,0.0,0.0,0.0,6323.771327105529
2024-11-03,6005.498415202582,1714.8214885094249,11091.097351229197,6005.498415202582,6005.498415202582,360.5113047542003,360.5113047542003,360.5113047542003,360.5113047542003,360.5113047542003,360.5113047542003,0.0,0.0,0.0,6366.009719956782
2024-11-10,6010.709016877848,2553.244769955159,11877.440046481242,6010.709016877848,6010.709016877848,1099.488617456512,1099.488617456512,1099.488617456512,1099.488617456512,1099.488617456512,1099.488617456512,0.0,0.0,0.0,7110.19763433436
2024-11-17,6015.919618553114,3869.6379572335823,12941.433631220736,6015.919618553114,6015.919618553114,2604.707332029149,2604.707332029149,2604.707332029149,2604.707332029149,2604.707332029149,2604.707332029149,0.0,0.0,0.0,8620.626950582262
2024-11-24,6021.1302202283805,5254.487222016053,14261.021618246405,6021.1302202283805,6021.1302202283805,3857.0293489128417,3857.0293489128417,3857.0293489128417,3857.0293489128417,3857.0293489128417,3857.0293489128417,0.0,0.0,0.0,9878.159569141222
2024-12-01,6026.340821903646,5044.059232912623,14268.667569760331,6026.340821903646,6026.340821903646,3746.9911065810975,3746.9911065810975,3746.9911065810975,3746.9911065810975,3746.9911065810975,3746.9911065810975,0.0,0.0,0.0,9773.331928484744
2024-12-08,6031.551423578913,3769.162392804771,13018.651072603636,6031.551390772345,6031.551441368795,2227.7510982176304,2227.7510982176304,2227.7510982176304,2227.7510982176304,2227.7510982176304,2227.7510982176304,0.0,0.0,0.0,8259.302521796544
2024-12-15,6036.762025254178,2019.3236136678229,10972.619785453213,6036.76184108812,6036.762177744136,406.8113596114845,406.8113596114845,406.8113596114845,406.8113596114845,406.8113596114845,406.8113596114845,0.0,0.0,0.0,6443.573384865663
2024-12-22,6041.972626929444,923.2549828870588,10001.803316155349,6041.972141951728,6041.9729912833545,-474.5201729341351,-474.5201729341351,-474.5201729341351,-474.5201729341351,-474.5201729341351,-474.5201729341351,0.0,0.0,0.0,5567.452453995309
2024-12-29,6047.183228604711,1300.382096492833,10433.351762897144,6047.182391659209,6047.183850042514,-108.1641424754821,-108.1641424754821,-108.1641424754821,-108.1641424754821,-108.1641424754821,-108.1641424754821,0.0,0.0,0.0,5939.0190861292285
2025-01-05,6052.393830279977,2022.237779519894,11200.746467547526,6052.392537112994,6052.394741517905,757.8016874174338,757.8016874174338,757.8016874174338,757.8016874174338,757.8016874174338,757.8016874174338,0.0,0.0,0.0,6810.195517697411
2025-01-12,6057.604431955244,2615.267172842193,11780.25291919426,6057.602721201752,6057.605669398155,1108.946686523501,1108.946686523501,1108.946686523501,1108.946686523501,1108.946686523501,1108.946686523501,0.0,0.0,0.0,7166.551118478745
2025-01-19,6062.81503363051,1935.005386139925,11085.650172872494,6062.812804493111,6062.816728570616,519.616432877952,519.616432877952,519.616432877952,519.616432877952,519.616432877952,519.616432877952,0.0,0.0,0.0,6582.431466508462
2025-01-26,6068.025635305776,822.2557300766142,9721.11362608425,6068.022909413748,6068.027807900545,-655.8172018369467,-655.8172018369467,-655.8172018369467,-655.8172018369467,-655.8172018369467,-655.8172018369467,0.0,0.0,0.0,5412.208433468829
2025-02-02,6073.236236981042,-206.6213498731584,8808.388753032772,6073.233011792145,6073.238889424283,-1751.5422853134414,-1751.5422853134414,-1751.5422853134414,-1751.5422853134414,-1751.5422853134414,-1751.5422853134414,0.0,0.0,0.0,4321.6939516676
2025-02-09,6078.4468386563085,-1241.7425605784713,8246.575247468814,6078.442982259556,6078.449964499925,-2366.7760467923586,-2366.7760467923586,-2366.7760467923586,-2366.7760467923586,-2366.7760467923586,-2366.7760467923586,0.0,0.0,0.0,3711.67079186395
2025-02-16,6083.657440331574,-1218.62519236963,8143.43218591048,6083.652980008252,6083.661064796871,-2547.301372201166,-2547.301372201166,-2547.301372201166,-2547.301372201166,-2547.301372201166,-2547.301372201166,0.0,0.0,0.0,3536.3560681304084
2025-02-23,6088.86804200684,-951.7484298734148,7979.167786342469,6088.863100099049,6088.872281647464,-2511.345471940876,-2511.345471940876,-2511.345471940876,-2511.345471940876,-2511.345471940876,-2511.345471940876,0.0,0.0,0.0,3577.5225700659644
2025-03-02,6094.078643682107,-1037.7867924838615,8261.102856898515,6094.072988400155,6094.083509349031,-2262.302046165837,-2262.302046165837,-2262.302046165837,-2262.302046165837,-2262.302046165837,-2262.302046165837,0.0,0.0,0.0,3831.7765975162697
